name,addr_street,addr_housenumber,addr_postcode,addr_city,addr_country,latitude,longitude,website_url,website_effective_url,website_http_status,website_is_valid,website_discovery_method,menu_url,menu_http_status,menu_is_valid,menu_discovery_method
De Freule,Fahrenheitstraat,558,2561DJ,'s-Gravenhage,,52.0790777,4.2687568,https://defreule.nu/,,,false,,,,false,
Silli,Zeestraat,56C,2518AB,'s-Gravenhage,,52.0847401,4.3030061,,,,false,,,,false,
Señor Torres,Zoutmanstraat,57,2518GN,'s-Gravenhage,,52.0830090,4.2940626,,,,false,,,,false,
Tanta Roba,Zeestraat,58C;58A,2518AB,'s-Gravenhage,,52.0848264,4.3029133,,,,false,,,,false,
Villa Coucou,Laan van Meerdervoort,6,2517AJ,'s-Gravenhage,,52.0864091,4.2999245,,,,false,,,,false,
Bar Bea,Veenkade,7,2513EE,'s-Gravenhage,,52.0800209,4.3027962,https://www.barbeadenhaag.nl/nl/,,,false,,,,false,
Kamer,Zoutmanstraat,8,2518GP,'s-Gravenhage,,52.0810410,4.2960083,,,,false,,,,false,
Mad’Ras,Piet Heinstraat,99,2518CE,'s-Gravenhage,,52.0814840,4.2975186,,,,false,,,,false,
De Bistrooh,Toussaintkade,8,2513CJ,'s-Gravenhage,,52.0804550,4.3030212,https://www.debistrooh.nl/,,,false,,,,false,
Hendriks,Prins Hendrikstraat,55A,2518HK,'s-Gravenhage,,52.0818736,4.2930899,https://restauranthendriks.nl/,,,false,,,,false,
Dua,Mallemolen,10A,2585XJ,'s-Gravenhage,,52.0888803,4.3101266,,,,false,,,,false,
Kurk,Mallemolen,12A,2585XJ,'s-Gravenhage,,52.0889151,4.3100827,,,,false,,,,false,
Interna,Javastraat,29,2585AC,'s-Gravenhage,,52.0887574,4.3084764,,,,false,,,,false,
SeleraKu,Laan van Meerdervoort,7E,2517AB,'s-Gravenhage,,52.0859624,4.2980527,http://www.seleraku.eu/,,,false,,,,false,
Fouquet by Meere,Javastraat,31A,2585AC,'s-Gravenhage,,52.0887713,4.3085796,,,,false,,,,false,
Somos Perú,Javastraat,13,2585AB,'s-Gravenhage,,52.0886094,4.3075409,https://somos-peru.nl/nl/,,,false,,,,false,
Kiraku,,,,,,52.0811205,4.3023192,,,,false,,,,false,
TEDS all day brunch - The Hague,Frederikstraat,32,2514LK,'s-Gravenhage,,52.0874503,4.3104773,,,,false,,,,false,
Eetcafé de Mallemolen,Mallemolen,39,2585XG,'s-Gravenhage,,52.0890012,4.3102289,,,,false,,,,false,
Sarban,Frederikstraat,34,2514LK,'s-Gravenhage,,52.0875085,4.3104374,https://sarban.nl/den-haag/,,,false,,,,false,
Andermanskeuken,Frederikstraat,56,2514LL,'s-Gravenhage,,52.0879337,4.3100777,,,,false,,,,false,
The Raffles,Javastraat,65,2585AG,'s-Gravenhage,,52.0891630,4.3102320,,,,false,,,,false,
Bistro-Mer,Javastraat,9,2585AB,'s-Gravenhage,,52.0885804,4.3073465,,,,false,,,,false,
Follia,Frederikstraat,967B,2514LJ,'s-Gravenhage,,52.0885127,4.3098707,,,,false,,,,false,
FOAM Catering,Frederikstraat,44,2514LL,'s-Gravenhage,,52.0877012,4.3102729,https://www.foamcatering.nl/,,,false,,,,false,
Finjal,Weimarstraat,52,2562GZ,'s-Gravenhage,NL,52.0775610,4.2846041,https://djebena.nl/,,,false,,,,false,
La Lanterna,,,,,,52.0856929,4.2977686,,,,false,,,,false,
Li's Palace,Loosduinse Hoofdstraat,530,2552AP,'s-Gravenhage,,52.0528365,4.2329885,https://lispalace.nl/,,,false,,,,false,
Rem,Tasmanstraat,129,2518VL,'s-Gravenhage,,52.0813719,4.2924239,,,,false,,,,false,
Warunee,,,,,,52.0853518,4.2959400,,,,false,,,,false,
Warung Mini XL,Amsterdamse Veerkade,57A,2512AH,'s-Gravenhage,,52.0757471,4.3176541,,,,false,,,,false,
Flavor's,Willem de Zwijgerlaan,44a,2582ER,'s-Gravenhage,,52.0905850,4.2739062,,,,false,,,,false,
De Haagsche Kluis,Plein,20,2511CS,'s-Gravenhage,,52.0801316,4.3164066,https://www.haagschebierkluis.nl/en/,,,false,,,,false,
Lorelei,Regentesseplein,11,2562EV,'s-Gravenhage,,52.0767402,4.2833108,https://loreleicafe.nl/,,,false,,,,false,
Djojo,Beeklaan,175,2562AD,'s-Gravenhage,,52.0738119,4.2816393,,,,false,,,,false,
Kang Man,Regentesselaan,193A,2562CX,'s-Gravenhage,,52.0746208,4.2832802,,,,false,,,,false,
Ramen Ohashi,Weimarstraat,139,2562GV,'s-Gravenhage,,52.0758515,4.2808754,https://ramenohashi.nl/,,,false,,,,false,
Shereen,Weimarstraat,111,2562GT,'s-Gravenhage,,52.0761139,4.2814201,https://www.restaurantshereen.nl/foodticket/,,,false,,,,false,
Vuvu,Weimarstraat,50,2562GZ,'s-Gravenhage,,52.0775992,4.2846767,,,,false,,,,false,
Restaurant Amon,De Gheijnstraat,86,2562NR,'s-Gravenhage,,52.0722580,4.2845222,,,,false,,,,false,
Primavera,Beeklaan,305,2562AH,'s-Gravenhage,,52.0764212,4.2794997,https://www.pizzaprimavera-denhaag.nl/,,,false,,,,false,
Ram’s,Beeklaan,277,2562AH,'s-Gravenhage,,52.0759233,4.2799712,https://www.ramsrotidenhaag.nl/foodticket/,,,false,,,,false,
Gold River,Weimarstraat,287,2562HJ,'s-Gravenhage,,52.0738132,4.2772914,https://www.goldriverdenhaag.nl/foodticket/,,,false,,,,false,
Kleurhap,Fahrenheitstraat,354,2561EM,'s-Gravenhage,,52.0748566,4.2729669,https://www.kleurdenhaag.nl/cafe/,,,false,,,,false,
Tiflis,Weimarstraat,417,2562HM,'s-Gravenhage,,52.0719036,4.2733131,https://tiflisrestaurant.nl/foodticket/,,,false,,,,false,
Hang Yee,Weimarstraat,404,2562HX,'s-Gravenhage,,52.0717884,4.2736606,https://www.hangyee.nl/foodticket/,,,false,,,,false,
kookstudio Kooklokaal,,,,,,52.0828264,4.2739829,,,,false,,,,false,
Rakang Thai,Beeklaan,344,2562BG,'s-Gravenhage,,52.0771564,4.2782943,,,,false,,,,false,
Hudson,Poeldijkseweg,47,2544NS,'s-Gravenhage,,52.0280292,4.2537876,https://www.restauranthudson.nl/,,,false,,,,false,
Sirtaki,Kamperfoelieplein,10A,2563HW,'s-Gravenhage,,52.0732943,4.2675032,,,,false,,,,false,
Buza,Valkenbosplein,10,2563CA,'s-Gravenhage,,52.0788749,4.2761833,https://restaurant-buza.com/,,,false,,,,false,
Berg en Dal,Daal en Bergselaan,11,2565AB,'s-Gravenhage,,52.0725918,4.2498630,https://www.bistrobergendal.nl/tennispark-berg-en-dal,,,false,,,,false,
Appels & Peren,Appelstraat,155,2564ED,'s-Gravenhage,,52.0661870,4.2528849,https://appelsenperen.restaurant/,,,false,,,,false,
Bar & Restaurant SEB,Lijsterbesplein,2,2563KX,'s-Gravenhage,,52.0746019,4.2645427,,,,false,,,,false,
De Beren,Laan van Meerdervoort,265A,2563AC,'s-Gravenhage,,52.0794266,4.2787548,https://www.beren.nl/vestigingen/den-haag-laan-van-meerdervoort,,,false,,,,false,
Villa Ockenburg,Monsterseweg,4,2553RL,'s-Gravenhage,,52.0535124,4.2186425,https://villaockenburgh.nl/,,,false,,,,false,
Beau Dining & Drinks,Goudsbloemlaan,154,2565CW,'s-Gravenhage,,52.0766639,4.2588629,https://www.beaudiningdrinks.nl/,,,false,,,,false,
Mr Sushi,Laan van Meerdervoort,267A,2563AD,'s-Gravenhage,,52.0793982,4.2786728,https://denhaag.mrsushi.nl/,,,false,,,,false,
Partners,Leyweg,1112,2545GZ,'s-Gravenhage,,52.0474540,4.2782420,,,,false,,,,false,
Grillrestaurant Papyrus,Ambachtsgaarde,134,2542EJ,'s-Gravenhage,,52.0349081,4.2657685,,,,false,,,,false,
Parkoers,Marie Heinenweg,3,2533SX,'s-Gravenhage,,52.0544001,4.2805576,,,,false,,,,false,
Fong Shou,Leyweg,533,2545GG,'s-Gravenhage,,52.0505822,4.2724491,,,,false,,,,false,
't Opkikkertje,Meester P. Droogleever Fortuynweg,59,2533SP,'s-Gravenhage,,52.0529635,4.2874709,,,,false,,,,false,
Golden Wok Zuiderpark,Meester P. Droogleever Fortuynweg,69,2533SP,'s-Gravenhage,,52.0531289,4.2883114,,,,false,,,,false,
Restaurant Caribbean,Leggelostraat,71,2541HR,'s-Gravenhage,,52.0429245,4.2772846,,,,false,,,,false,
Depot Podjok,Bankastraat,97,2585EJ,'s-Gravenhage,,52.0922552,4.3038186,https://www.depotpodjok.nl/,,,false,,,,false,
The Embassy of Food,,,,,,52.0836986,4.3120497,,,,false,,,,false,
't Achterommetje,,,,,,52.0779262,4.3120792,http://www.achterommetje.nl/,,,false,,,,false,
Bacco Perbacco,Van Speijkstraat,246,2518GK,'s-Gravenhage,,52.0810844,4.2890670,,,,false,,,,false,
De eetkamer van Scheveningen,,,,,,52.1062065,4.2798812,,,,false,,,,false,
Le Cirque,,,,,,52.1107192,4.2833253,,,,false,,,,false,
La Salle,,,,,,52.0767509,4.3090383,,,,false,,,,false,
Impero Romano,,,,,,52.0842901,4.3132961,https://imperoromano.nl/,,,false,,,,false,
Grand Café de Tijd,Korte Poten,1,2511EB,'s-Gravenhage,,52.0795998,4.3167563,https://www.grandcafedetijd.nl/,,,false,,,,false,
Orangerie,Bronovolaan,5,2597AX,'s-Gravenhage,NL,52.1014231,4.3181957,,,,false,,,,false,
Pavarotti to go,De Savornin Lohmanplein,10,2566AB,'s-Gravenhage,,52.0665809,4.2445712,,,,false,,,,false,
Brasserie Mondriaan,De Savornin Lohmanplein,37,2566AE,'s-Gravenhage,,52.0667619,4.2456083,,,,false,,,,false,
Simitçi Dünyası,De Stede,28,2543BG,'s-Gravenhage,,52.0439389,4.2588290,,,,false,,,,false,
Anatolian Chefs,De Stede,35,2543BG,'s-Gravenhage,,52.0428463,4.2603964,,,,false,,,,false,
Thais restaurant Siem,Alphons Diepenbrockhof,74,2551KK,'s-Gravenhage,,52.0584534,4.2313790,https://www.thaisrestaurantsiem.nl/,,,false,,,,false,
Tadında Çiğköfte,Leyweg,867,2545HB,'s-Gravenhage,,52.0442398,4.2807633,https://www.tadindacigkofte-denhaag.nl/,,,false,,,,false,
Marmaris Kijkduin,Teunisbloemplein,18,2555AA,'s-Gravenhage,,52.0629708,4.2267896,,,,false,,,,false,
Restaurant Gember,Stadhouderslaan,43,2517HV,'s-Gravenhage,,52.0901811,4.2796231,https://www.restaurantgember.nl/,,,false,,,,false,
Pita Gyros,,,,,,52.0786489,4.3177479,,,,false,,,,false,
Happy Garden,Forellendaal,310,2553LM,'s-Gravenhage,,52.0483473,4.2362535,https://www.wokhappygarden.nl/,,,false,,,,false,
T&C Haus,Herengracht,48,2511EJ,'s-Gravenhage,,52.0810704,4.3195254,http://tc-haus.nl/,,,false,,,,false,
Menny's kitchen,Piet Heinstraat,66,2518CK,'s-Gravenhage,,52.0820227,4.2992486,https://www.mennyskitchen.nl/nl,,,false,,,,false,
Luden,Plein,6,2511CR,'s-Gravenhage,,52.0793701,4.3161871,https://www.ludendenhaag.nl/,,,false,,,,false,
Surinaams eethuis,,,,,,52.0801925,4.3227892,,,,false,,,,false,
Winston & Wei Wei,,,,,,52.0732242,4.3186278,https://www.winstonweiwei.nl/,,,false,,,,false,
Nice,,,,,,52.0788449,4.3367003,,,,false,,,,false,
WTC Plaza,,,,,,52.0790745,4.3364632,,,,false,,,,false,
Calla's,,,,,,52.0866505,4.3131283,https://www.restaurantcallas.nl/,,,false,,,,false,
Dekxels,,,,,,52.0858879,4.3116851,https://www.dekxels.nl/,,,false,,,,false,
Kinyo Sushi & Grill Den Haag,,,,,,52.0863896,4.3120961,,,,false,,,,false,
Green Egg,,,,,,52.0860688,4.3115778,,,,false,,,,false,
Toko Frederik,,,,,,52.0872624,4.3109572,,,,false,,,,false,
Indian By Nature,Lange Houtstraat,15,2511CV,'s-Gravenhage,,52.0812656,4.3155743,https://indianbynature.nl/,,,false,,,,false,
Bouzy Restaurant,,,,,,52.0864826,4.3119904,,,,false,,,,false,
Millers,Plein,8-10,2511CR,'s-Gravenhage,,52.0794340,4.3163347,https://www.millersdenhaag.nl/,,,false,,,,false,
De Resident,,,,,,52.0848856,4.3125852,,,,false,,,,false,
Ben Kei,,,,,,52.0861344,4.3115260,https://www.benkeidenhaag.nl/,,,false,,,,false,
Oker,,,,,,52.0861474,4.3117922,https://restaurantoker.nl/,,,false,,,,false,
Café Bleu,Hooistraat,5A,2514BM,'s-Gravenhage,,52.0847482,4.3136992,https://www.cafebleu.nl/,,,false,,,,false,
Café Franklin,,,,,,52.0783869,4.2771175,,,,false,,,,false,
Brasserie Chapter,Annastraat,17,2513AT,'s-Gravenhage,,52.0785239,4.3080026,,,,false,,,,false,
Zee op Tafel,Bankastraat,95,2585EJ,'s-Gravenhage,,52.0922050,4.3038639,,,,false,,,,false,
Le Deux,Maliestraat,9A,2514CA,'s-Gravenhage,,52.0844193,4.3138096,,,,false,,,,false,
Daytime lunch & drinks,Denneweg,5,2514CB,'s-Gravenhage,,52.0844698,4.3133764,https://www.lunchroomdaytime.nl/,,,false,,,,false,
Zarautz,,,,,,52.1028851,4.2778751,,,,false,,,,false,
Pastanini,,,,,,52.0943425,4.2769667,,,,false,,,,false,
Bravo,,,,,,52.0623059,4.3820394,,,,false,,,,false,
Bab Mansour,,,,,,52.0456467,4.2794838,,,,false,,,,false,
Cap de l'Eau,,,,,,52.0477830,4.2767290,,,,false,,,,false,
Taj Mahal,,,,,,52.0843618,4.3137155,https://www.tajmahalrestaurant.eu/,,,false,,,,false,
Escamp Ezgi,,,,,,52.0503453,4.2724659,,,,false,,,,false,
Lee's Garden,,,,,,52.0909225,4.2728348,,,,false,,,,false,
Taste of Holland,,,,,,52.0996343,4.2986286,,,,false,,,,false,
Amazing Oriental,,,,,,52.0385110,4.3564020,,,,false,,,,false,
Havenpaleis,Dr. Lelykade,1C,2583CL,'s-Gravenhage,,52.0991067,4.2715120,,,,false,,,,false,
Home,Theresiastraat,12D,2593AN,'s-Gravenhage,,52.0835842,4.3308279,https://www.homedenhaag.nl/,,,false,,,,false,
Efes-Marmaris,Leyweg,595Y,2545GH,'s-Gravenhage,,52.0482560,4.2767157,https://leyweg.nl/project/efes-marmaris/,,,false,,,,false,
Veggiesaurus,Binckhorstlaan,131-1,2516BA,'s-Gravenhage,,52.0681498,4.3374971,https://www.veggiesaurus.biz/,,,false,,,,false,
Brasserie Roem,,,,,,52.0509750,4.2912326,,,,false,,,,false,
Samen,Brasserskade,221,2497NX,'s-Gravenhage,,52.0274493,4.3616167,https://wereldrestaurantsamen.nl/,,,false,,,,false,
Chidóz,Schedeldoekshaven,506,2511EP,'s-Gravenhage,,52.0778029,4.3200117,https://chidoz.mx/,,,false,,,,false,
Burrata,Turfmarkt,87,2511DP,'s-Gravenhage,,52.0782528,4.3194849,https://www.pizzaburrata.nl/turfmarkt/en/,,,false,,,,false,
Restaurant La Roza,,,,,,52.0765787,4.3039998,,,,false,,,,false,
Partycentrum Madestein,,,,,,52.0366502,4.2169737,,,,false,,,,false,
Eethuis New Laak,Calandkade,170,2521AA,'s-Gravenhage,,52.0590866,4.3106282,,,,false,,,,false,
Coco Bango,,,,,,52.0656018,4.2786387,,,,false,,,,false,
Simply Thai,,,,,,52.0782463,4.2682977,,,,false,,,,false,
Lunchcafe Luca,,,,,,52.0784171,4.2687887,,,,false,,,,false,
Mr Buffalo,,,,,,52.0772937,4.2704168,,,,false,,,,false,
Casa di Bella,,,,,,52.0784402,4.2699313,,,,false,,,,false,
The UPSIDE cafe,,,,,,52.0787996,4.2696282,https://upsidecafe.nl/,,,false,,,,false,
Hungarian Corner,,,,,,52.0790532,4.2711271,,,,false,,,,false,
Pizza Napoli,,,,,,52.0802569,4.2675078,https://bestelnapoli.nl/,,,false,,,,false,
Nieuw Tin Long,,,,,,52.0796934,4.2680603,,,,false,,,,false,
Mezze Arabische Tapasbar,Gevers Deynootplein,32,2586CL,'s-Gravenhage,,52.1133110,4.2821665,https://mezzescheveningen.com/,,,false,,,,false,
Rozey,Turfhaven,356,2511DK,'s-Gravenhage,,52.0779334,4.3198110,https://rozey.nl/,,,false,,,,false,
Indian Curry House,Thomsonlaan,69,2565HX,'s-Gravenhage,,52.0790930,4.2694651,https://www.indiancurryclub.nl//,,,false,,,,false,
Induano Bites,Jan Hendrikstraat,3,2512GK,'s-Gravenhage,,52.0765366,4.3064401,,,,false,,,,false,
Perfect Pasta,Stationsweg,178,2515BS,'s-Gravenhage,,52.0707037,4.3217868,,,,false,,,,false,
Conscious Kitchen,Witte de Withstraat,127,2518CS,'s-Gravenhage,,52.0790890,4.2921089,https://www.consciouskitchen.nl/home,,,false,,,,false,
Pastis,Oude Molstraat,57,2513BA,'s-Gravenhage,,52.0797091,4.3066923,,,,false,,,,false,
Çadir,Calandstraat,50,2521AG,'s-Gravenhage,,52.0631003,4.3141817,https://cadir.nl/,,,false,,,,false,
Wowcrab,Grote Marktstraat,37,2511BH,'s-Gravenhage,,52.0759804,4.3110896,https://www.wowcrab.nl/den-haag,,,false,,,,false,
Le Connaisseur,Dagelijkse Groenmarkt,35,2513AL,'s-Gravenhage,,52.0774142,4.3081480,,,,false,,,,false,
Cafe de Florèz,Annastraat,13,2513AT,'s-Gravenhage,,52.0785677,4.3081299,,,,false,,,,false,
Vascobelo,Hooistraat,2,,'s-Gravenhage,,52.0846120,4.3131598,,,,false,,,,false,
Vivre,Maanplein,89B,2516CK,'s-Gravenhage,,52.0670392,4.3496639,,,,false,,,,false,
YO! Sushi,Koningin Julianaplein,54,2595AA,'s-Gravenhage,,52.0816416,4.3242269,,,,false,,,,false,
Dürümcü,Stationsplein,89,2515BX,'s-Gravenhage,,52.0705303,4.3219804,,,,false,,,,false,
Tapas Y Sala,Tarwekamp,9,2592XG,'s-Gravenhage,,52.0885743,4.3531446,https://www.tapasysalsa.nl/,,,false,,,,false,
Puurr aan de Binck,Fokkerkade,18,2516CC,'s-Gravenhage,,52.0649040,4.3375488,https://www.puurraandebinck.nl/,,,false,,,,false,
De Sushimeisjes,,,,,,52.0812617,4.2921178,,,,false,,,,false,
PRL,,,,,,52.0743224,4.2808371,,,,false,,,,false,
Arawann Thaifood To Go,Keizerstraat,211,2584BE,'s-Gravenhage,NL,52.1045577,4.2754615,http://www.arawannthaifood.nl/,,,false,,,,false,
Amon,,,,,,52.0720643,4.2845851,,,,false,,,,false,
Tay Wah,,,,,,52.0743809,4.2838355,,,,false,,,,false,
Que Pasa,,,,,,52.0857600,4.2973023,,,,false,,,,false,
3Stones,,,,,,52.0855529,4.2972928,,,,false,,,,false,
Sayang,,,,,,52.0791080,4.2778536,,,,false,,,,false,
Hummus,,,,,,52.0817175,4.2932153,https://hummustakeaway.squarespace.com/,,,false,,,,false,
't Drieluik,,,,,,52.0767482,4.2842501,,,,false,,,,false,
Charisma,,,,,,52.0797599,4.2937278,,,,false,,,,false,
Van Kinsbergen,,,,,,52.0819798,4.2943055,https://www.gastropubvankinsbergen.nl/nl/,,,false,,,,false,
Zalmhuis Anna Paulowna,,,,,,52.0833571,4.3008503,,,,false,,,,false,
Taste of Persia,,,,,,52.0824745,4.3004043,,,,false,,,,false,
Arte Bianca,,,,,,52.0823071,4.2999747,,,,false,,,,false,
Jules,,,,,,52.0802507,4.2892689,,,,false,,,,false,
La Famiglia,,,,,,52.0824576,4.2775664,,,,false,,,,false,
Symbiose,Galileïstraat,160,2561TL,'s-Gravenhage,,52.0748989,4.2761359,https://www.restaurantsymbiose.nl/,,,false,,,,false,
Da Mister Toni,,,,,,52.0851565,4.2960170,https://damistertoni.com/,,,false,,,,false,
Chang'an Flavour,Korte Poten,23,2511EC,'s-Gravenhage,,52.0800075,4.3176638,,,,false,,,,false,
Shiraz,,,,,,52.0761999,4.2707800,,,,false,,,,false,
Mr. India,,,,,,52.0753009,4.2681908,,,,false,,,,false,
L'Oro di Napoli,,,,,,52.0758748,4.2687380,,,,false,,,,false,
Anatolie,,,,,,52.0762959,4.2698950,,,,false,,,,false,
Palembang,,,,,,52.0790374,4.2747807,,,,false,,,,false,
Mallo Mix-Grill,,,,,,52.0711955,4.2843647,,,,false,,,,false,
Tommy's & Zuurveen,Veenkade,1,2513EE,'s-Gravenhage,,52.0801852,4.3032131,https://tommysenzuurveen.nl/,,,false,,,,false,
Het Zamen,,,,,,52.0743992,4.2923098,,,,false,,,,false,
La Crêpe,Stationsweg,140A,2515BS,'s-Gravenhage,,52.0712985,4.3211408,,,,false,,,,false,
Mandarin Place,,,,,,52.0851100,4.2789730,,,,false,,,,false,
Lo Sfizio,,,,,,52.0855034,4.2790731,,,,false,,,,false,
El Gusto,,,,,,52.0847433,4.2797599,,,,false,,,,false,
First Place,,,,,,52.0845080,4.2797574,,,,false,,,,false,
Catch-Up,,,,,,52.0766803,4.2628286,,,,false,,,,false,
Burrata,,,,,,52.0768715,4.2632728,,,,false,,,,false,
Arabesq,,,,,,52.0728004,4.3190967,https://arabesq-restaurant.nl/,,,false,,,,false,
Pannenkoekenhuis Kijkduin,Deltaplein,203,2554GV,'s-Gravenhage,,52.0694206,4.2207861,https://pannenkoekenhuiskijkduin.nl/,,,false,,,,false,
Portfolio,Prinsestraat,36,2513CD,'s-Gravenhage,,52.0786936,4.3059026,https://portfolio-restaurant.nl/,,,false,,,,false,
Glaswerk,Fokkerkade,14,2516CC,'s-Gravenhage,,52.0652266,4.3371657,https://glaswerkdenhaag.nl/,,,false,,,,false,
Pavarotti,Deltaplein,205,2554GV,'s-Gravenhage,,52.0696735,4.2211208,https://www.pavarotti.nl/,,,false,,,,false,
Srikandi,,,,,,52.0756692,4.3101836,,,,false,,,,false,
Burrata,Kortenaerkade,1,2518AX,'s-Gravenhage,,52.0830633,4.3013737,https://cortenaer.nl/en-gb,,,false,,,,false,
Tarim,,,,,,52.0774749,4.3104092,,,,false,,,,false,
My Cookery kookstudio,,,,,,52.0815293,4.2927628,,,,false,,,,false,
Calanddock restaurant,Calandkade,101,2521AA,'s-Gravenhage,,52.0604117,4.3130529,https://calanddockrestaurant.nl/,,,false,,,,false,
Rebelz,Junostraat,127,2516BR,'s-Gravenhage,,52.0635240,4.3393788,,,,false,,,,false,
La Riva al Porto,,,,,,52.0972288,4.2693364,,,,false,,,,false,
Bogazici,,,,,,52.0660165,4.3029633,,,,false,,,,false,
Eethuis Fes,,,,,,52.0637927,4.3072717,,,,false,,,,false,
Rootz,,,,,,52.0759101,4.3099350,https://www.rootz.nl/nl/,,,false,,,,false,
Juliana Plaza,Schalk Burgerstraat,217,2572TV,'s-Gravenhage,,52.0648488,4.2931185,https://www.julianaplaza.nl/,,,false,,,,false,
Family,,,,,,52.0715686,4.3204720,,,,false,,,,false,
Harem,,,,,,52.0720142,4.3247877,,,,false,,,,false,
Moksi,Boekhorststraat,119,2512CN,'s-Gravenhage,,52.0729013,4.3105075,,,,false,,,,false,
Setare,Bierkade,13,2512AA,'s-Gravenhage,,52.0747544,4.3184974,,,,false,,,,false,
Xi’an Delicious Foods,Korte Poten,18,2511ED,'s-Gravenhage,,52.0799407,4.3172627,https://xianfoods.nl/,,,false,,,,false,
The Sushi Corner,Meyerstraat,9,2521AH,'s-Gravenhage,,52.0615536,4.3142465,https://thesushicorner.nl/,,,false,,,,false,
The Commons,Hoefkade,9,2526BN,'s-Gravenhage,,52.0711963,4.3196221,,,,false,,,,false,
Moeke,Strandweg,155,2586JM,'s-Gravenhage,,52.1157946,4.2842573,https://www.moeke.nl/,,,false,,,,false,
Bay,Strandweg,163,2586JM,'s-Gravenhage,,52.1164779,4.2850603,,,,false,,,,false,
Speakers,,,,,,52.0845507,4.3139659,,,,false,,,,false,
Indonesisch Restaurant Keraton Damai,Groot Hertoginnelaan,57,2517EC,'s-Gravenhage,,52.0848373,4.2817004,https://keratondamai.nl/,,,false,,,,false,
't Zusje,Gevers Deynootplein,30,2586CK,'s-Gravenhage,,52.1130098,4.2817122,https://zusje.nl/onze-zusjes/kurhaus/,,,false,,,,false,
Falafel en Hummus,,,,,,52.0760891,4.3098969,https://falafelenhummus.nl/,,,false,,,,false,
ChouChou,Strandweg,159,2586JM,'s-Gravenhage,,52.1161273,4.2846256,https://www.chouchou.nl/,,,false,,,,false,
Oogst,,,,,,52.0845649,4.3130449,,,,false,,,,false,
Brasserie Berlage,President Kennedylaan,1,2517JK,'s-Gravenhage,,52.0896191,4.2820176,https://www.gastrobar-berlage.nl/,,,false,,,,false,
Villani,,,,,,52.0959267,4.2643679,https://www.villani.nl/,,,false,,,,false,
Sophia,,,,,,52.0856915,4.3025788,,,,false,,,,false,
Le Moulin Fou,,,,,,52.0887191,4.3102464,,,,false,,,,false,
Sohbet Restaurant,,,,,,52.0593439,4.3107270,,,,false,,,,false,
Foodhall Scheveningen,Strandweg,161,2586JM,'s-Gravenhage,,52.1163263,4.2848248,https://foodhallscheveningen.nl/en/,,,false,,,,false,
Jaipur of India,Fahrenheitstraat,273,2561DV,'s-Gravenhage,,52.0724899,4.2757797,https://www.jaipurofindia-denhaag.nl/,,,false,,,,false,
The Hague Tech,,,,,,52.0791636,4.3419127,,,,false,,,,false,
Chalet ten Bosch,Leidsestraatweg,45,2594BB,'s-Gravenhage,,52.0988122,4.3470406,https://chalettenbosch.nl/,,,false,,,,false,
Express-so,,,,,,52.0744938,4.3005486,https://www.haaglandenmc.nl/voorbereiden-op/ziekenhuisopname/eten-en-drinken/,,,false,,,,false,
Vigo Seafoodbar,Aert van der Goesstraat,9,2582AH,'s-Gravenhage,,52.0882634,4.2763992,https://vigoseafoodbar.nl/,,,false,,,,false,
Paviljoen Malieveld,Koekamplaan,6,2594AA,'s-Gravenhage,,52.0838632,4.3186638,https://malieveld.nl/,,,false,,,,false,
JM Snacks,Strandweg,3L,2586JK,'s-Gravenhage,,52.1026503,4.2652216,,,,false,,,,false,
THE WINE HOUSE,Deltapromenade,304,2554GX,'s-Gravenhage,,52.0691626,4.2217400,,,,false,,,,false,
Warung Mini,Deltaplein,278,2554GW,'s-Gravenhage,,52.0688186,4.2218444,https://www.warungminikijkduin.nl/,,,false,,,,false,
Pazze e Pizze,Rabbijn Maarsenplein,7,2512HJ,'s-Gravenhage,,52.0759000,4.3141404,https://www.pazzepizze.nl/,,,false,,,,false,
BBQ Paradijs,Hoefkade,795,2525LH,'s-Gravenhage,,52.0630434,4.3016066,,,,false,,,,false,
Greens,Kapelweg,18,2587BM,'s-Gravenhage,,52.1062001,4.2905598,https://www.greensinthepark.nl/,,,false,,,,false,
LOSH,Johanna Naberweg,5,2533SE,'s-Gravenhage,,52.0565498,4.2855192,https://losh.nl/,,,false,,,,false,
Chef Bulbol,Bleijenburg,31,2511VC,'s-Gravenhage,,52.0804765,4.3179681,https://chefbulbolrestaurant.nl/,,,false,,,,false,
De Haagsche Beek,Machiel Vrijenhoeklaan,175,2555NA,'s-Gravenhage,,52.0636783,4.2173302,https://www.dehaagschebeek.nl/,,,false,,,,false,
Méli,,,,,,52.0820796,4.2994017,,,,false,,,,false,
Cosy Food Corner,Bezuidenhoutseweg,65,2594AC,'s-Gravenhage,,52.0830463,4.3250006,https://cosyfoodcorner.nl/,,,false,,,,false,
Sarinandé,Adelheidstraat,53,2595EB,'s-Gravenhage,,52.0837561,4.3306530,https://sarinande.nl/,,,false,,,,false,
Wing Wah,,,,,,52.0594744,4.2651664,,,,false,,,,false,
Toko Rientje,,,,,,52.0595356,4.2650730,,,,false,,,,false,
Restaurant The LivingRoom,Bezuidenhoutseweg,53,2594AC,'s-Gravenhage,,52.0825785,4.3240106,https://babylonthelivingroom.nl/,,,false,,,,false,
Momiji Ramen,Turfmarkt,228,2511DJ,'s-Gravenhage,,52.0793162,4.3209810,,,,false,,,,false,
